Statement	Count	# unique files
"completeTrain$AgeRange[completeTrain$Age > 16 & completeTrain$Age <= 60] <- ""adult"""	1	1
median(Male_Ages$Age , na.rm =  TRUE)	1	1
levels(train$title)	1	1
allData$Embarked <- as.factor(allData$Embarked)	1	1
"DT = data.table(melt(lda.diag, id.vars = c(""stat"", ""name"", ""mod"")))"	1	1
tmp$`Actual Outcome` <- as.factor(tmp$`Actual Outcome`)	1	1
data[data$Embarked != '',]	1	1
train$Name <- NULL	1	1
if(is.logical(all.in)) all.in<-h.layer	1	1
full$Fare[1044] <- median(thirdclass$Fare , na.rm = TRUE)	1	1
test$Title <- gsub('(.*, )|(\\..*)', '', test$Name)	1	1
tst_imp_ds = tst_m[names(tst_m) %in% cols_for_age_imp]	1	1
combined$Status[combined$Age >= 18] <- 'Adult'	1	1
train%>%group_by(Pclass)%>%count()->freq;	1	1
"key <- c( ""Mr"",""Mrs""    ,""Lady""  ,""Mme"" ,""Ms"" ,""Miss"" ,""Mlle"",""Master"",""Rev"",""Don"",""Sir"",""Dr"",""Col"" ,""Capt"",""Major"")"	1	1
ynew = as.numeric(mod$SL.predict)	1	1
train[, Survived := factor(Survived)]	1	1
as.factor(train_data$Survived)->train_data$Survived	1	1
"ynew = predict(mod, data.table(Xtest), type = ""response"")"	1	1
data[[i]][inTrain_idx, , drop=F]	1	1
misClasificError<-mean(Predict_svm != valid_clean$Survived)	1	1
test$Age[is.na(test$Age)] = mean(test$Age, na.rm = T)	1	1
party_pred <- as.numeric(party_pred) - 1	1	1
data[,i] <- as.numeric(data[,i])	1	1
my_df$Ticket <- NULL	1	1
test.mice[, Cabin := factor(Cabin)]	1	1
Predictions<-data.frame(result)	1	1
tst_m[,disc_var]	1	1
test.nn[, rescale.Sexmale.Fare := rescale(Sexmale.Fare, to = c(0, 1), from = range(train$Sexmale.Fare))]	1	1
test_nn$Fare <-  (test_nn$Fare - min(test_nn$Fare)) /	1	1
full$Fare[1044] <- median(full[full$Pclass == 3 & full$Embarked == 'S', ]$Fare,na.rm = TRUE)	1	1
data_train$Survived <- as.factor(data_train$Survived)	1	1
"output[, stat := factor(stat, levels = c(""Min"", ""Q1"", ""Median"", ""Mean"", ""Q3"", ""Max""))]"	1	1
warning('Using best nnet model from train output')	1	1
Predict_lm<-ifelse(Predict_lm>0.5,TRUE,FALSE)	1	1
Error = (count/nrow(accuracy_tab))*100	1	1
data.frame(PassengerID = test$PassengerId, Survived = prediction)	1	1
full$FamilySize <- full$Parch + full$SibSp + 1	1	1
levels(preds)<-c(0,1)	1	1
names(CleanTotal)	1	1
submission <- data.frame(PassengerId = test_data$PassengerId, Survived = as.integer(test_data$prediction > 0.5))	1	1
filter(is.na(Cabin_Deck)) %>%	1	1
"test <- read.csv(""../input/test.csv"", na.strings=c(""NA"", """"))"	1	1
summary(raw.data)	1	1
par(mfrow=c(1, 2))	1	1
test[,1] #saving the passengerid column for later	1	1
full2$Survived = as.numeric(full2$Survived)	1	1
MedianC <- median(subset(total, Embarked == 'C')$Age , na.rm = TRUE)	1	1
"train_female<-subset(train_data,train_data$Sex==""female"")"	1	1
summary(nb_model)	1	1
fulldata$Age, freq=F, main='Age: Original Data',	1	1
sum(Titanic_train$Survived == 1 & Titanic_train$Sex == 'Male')	1	1
full$AgeCategory <- ifelse(full$Age<5,'Baby',ifelse(full$Age<18,'Child',ifelse(full$Age<60,'Adult','Sr.Citizen')))	1	1
"score_train <- data.frame(Prediction = predict(analysis, newdata = my.train.data, type = ""response""))"	1	1
test_nn=as.matrix(test_nn)	1	1
p1 + aes(x = Embarked, y = Fare, color = as.factor(Pclass)) +	1	1
train.edit<-combine[c(nrow(test)+1:nrow(train)),]	1	1
log.pred = function(Xtrain, Ytrain, Xtest, Ytest, negative, cutoff)	1	1
full[,c(6,10)] <- scale(full[,c(6,10)])	1	1
colSums(is.na(tst_m))	1	1
full_data$Title[full_data$Title %in% high_rank_male] <- 'High_rank_male'	1	1
my_df <- bind_rows(train, test)#format and wrangle data together at once	1	1
sum(train[,2])	1	1
"titanic.test <- titanic.test[,!(names(titanic.test) %in% c(""flag"", ""Survived""))]"	1	1
summary(DataBind)	1	1
"train$Age[train$Title == ""Mr."" & is.na(train$Age)] <- mean.mr"	1	1
DstTest$TitleType <- ifelse(DstTest$Title %in% Nobility.woman, 'Nobility.woman','')	1	1
table(DstTrain$Sex, DstTrain$Title)	1	1
"colnames(results_frame) <- c(""PassengerId"", ""Survived"")"	1	1
which(combi$Embarked == '')	1	1
titanic2$Child[titanic2$Age<18]<-1	1	1
total[is.na(total$Age), ]	1	1
"levels(target) <- c(""Not_Survive"", ""Survive"")"	1	1
columns.to.scale <- setdiff(colnames(data.cleaned), c('PassengerId', 'Survived'))	1	1
mutate(Survived = as.factor(Survived)) %>%	1	1
train_clean[,]	1	1
subset(df_combined, is.na(Fare) == TRUE)	1	1
"train$Age[grepl(""Mr\\."", train$Name) & is.na(train$Age)] = mean.mr"	1	1
d<-data.frame(PassengerId = test$PassengerId, Survived = predict_dt)	1	1
tst_m$Fare_orig = tst_m$Fare	1	1
levels(test$Name)	1	1
data_test$PassengerId <- NULL	1	1
knn_train$Mother <- factor(knn_train$Mother, labels = c('0','1'))	1	1
full$Survived <- as.factor(full$Survived)	1	1
age_compare[6,] = c('Val', 'Filled by MICE', mean(val_m$Age_comp_MICE), sd(val_m$Age_comp_MICE))	1	1
my_df$Group[my_df$Age >= 65] <- 'Elderly'	1	1
combi$QuotedName <- as.factor(combi$QuotedName)	1	1
testData[, predictorVar]	1	1
lda.diag = foreach(i = 1:nrow(doe)) %do%	1	1
"scale_x_discrete(labels = c(""F"",""M"")) +"	1	1
full.data[factor_vars] <- lapply(full.data[factor_vars], function(x) as.factor(x))	1	1
cTest$Embarked <- as.factor(cTest$Embarked)	1	1
summary(as.factor(train$Sex))	1	1
dft$logfare[is.na(dft$Fare)]= mean(log( dft$Fare[dft$Fare>0]), na.rm=TRUE  )	1	1
allData$Sex <- as.factor(allData$Sex)	1	1
tsg<-table(train$Sex,train$Survived)	1	1
for (i in 1:7){test_nn[,i]=as.numeric(test_nn[,i])}	1	1
print(accuracy)	1	1
"dat_all[dat_all$cat==""test"",]"	1	1
full[1044,]   # View complete information of obbseravation which has missing Fare value	1	1
trainset$Survived,	1	1
mods.list$nn = nn.list	1	1
"glmnet_model <- train(formula, method = ""glmnet"", tuneGrid = expand.grid(alpha = 0:1,lambda = seq(0.0001, 1, length = 20)), data = data, trControl=myControl)  # elastic net"	1	1
test$Fare[153] <- median(train$Fare, na.rm = TRUE)	1	1
combined$Mother <- factor(combined$Mother)	1	1
accuracy <- list()	1	1
"gbm.list = list(""mod"" = gbm.mod, ""cutoff"" = cuts[4])"	1	1
my.pred = as.numeric(my.pred >= mods.list$sl$cutoff)	1	1
full$Fare[1044] <- mean_mv	1	1
print(successRate)	1	1
"full$Male<-as.logical(full$Sex==""male"")"	1	1
solution <- data.frame(PassengerId = test$PassengerId, Survived = test$p)	1	1
mtry = best_mtry[which(best_mtry == min(best_mtry), arr.ind=TRUE)[1],1]	1	1
val_m$Age_Bin = cut(val_m$Age_comp_MICE, breaks = c(0, 1, 12, 18, 60, 200))	1	1
full[full$Pclass==3,]	1	1
"embark.regressors = c(""Fare"")"	1	1
datamerging[892:1309,]	1	1
"predTitanicTrain <- as.data.frame(predict(modelTitanic14, trainData1, type=""response""))"	1	1
table(predict_logit)	1	1
"train$Age[train$Title == ""Dr."" & is.na(train$Age)] <- mean.dr"	1	1
test[is.na(test$Fare),]	1	1
titanic$Fare[1044]<- mean(titanic$Fare,na.rm=TRUE)	1	1
DataBind <- bind_rows(train,test)	1	1
knn_test$Embarked <- factor(knn_test$Embarked, labels = c('1','2','3'))	1	1
"full$Family_size_ratio[full$Family_count>=3 & full$Family_count<=5]<-""Medium"""	1	1
hid.num<-length(struct.out)-2	1	1
wts.rs<-rep(1,struct[val+1])	1	1
"name = gsub("":"", ""."", names(mod.dat))"	1	1
factors <- c('Embarked', 'Group', 'Title', 'Pclass')#left survived out...	1	1
table(ans_rf_predict)	1	1
fmlyIDs[fmlyIDs$Freq <=2,]	1	1
full<- full[order(full$PassengerId),]	1	1
data.classifier.formula <- as.factor(Survived) ~ .	1	1
full$Family_count<-full$SibSp+full$Parch+1	1	1
summary_table$max_depth[1:5]	1	1
score$Survived <- ifelse(score$Survived > 0.5,1,0)	1	1
"rf.train <- data.combined[1:891,c(""Pclass"",""title"",""family.size"",""SibSp"",""Parch"")]"	1	1
summary(fullComb$Age)	1	1
"titanic[a1,""Embarked""] <- impute.embarked"	1	1
d.all$Deck <- as.factor(GetDeck(as.character(Cabin)))	1	1
"dat_all <- merge(dat_all, ticket_freq[, c(1,3)], by=""Ticket"", all.x = TRUE)"	1	1
top.run1=max(summary(resampled)$statistics$Accuracy[,'Median'])	1	1
par(mar = c(7,4,4,2) + 0.1)	1	1
mutate(TicketGroupSize = n()) %>%	1	1
mods.list$lda = lda.list	1	1
num_loss<-length(which(titanic$Survived==0))	1	1
if(length(mod.in) != ((struct[1]*struct[2]+struct[2]*struct[3])+(struct[3]+struct[2])))	1	1
layer.x<-seq(0.17,0.9,length=length(struct))	1	1
sum(diag(tt2))/sum(tt2)	1	1
data %>% group_by(Sex) %>% summarise(prob = mean(Survived)) %>% print()	1	1
train=train[,-c(1,4,9,11)]	1	1
"df$Embarked[df$Embarked==""""]=""S"" #replace missing values with majority (S), highest chance of being right"	1	1
test_idx <- (dim(train)[1]+1):dim(full)[1] # dont forget to use () before the :	1	1
full[-c(62,830),]	1	1
"data.clean$Age < 50, ""40 ~ 49"","	1	1
accuracy_tab$target==accuracy_tab$pred->accuracy_vec	1	1
test=test[,-c(3,8,10,11)]	1	1
"hist(val_m$Age, freq= FALSE, main = ""Vdalidation Data:  Original Age"", ylim = c(0,0.045))"	1	1
"colnames(submission)=c(""PassengerId"",""Survived"")"	1	1
"train$Survived <- as.factor(ifelse(train$Survived == 0, ""N"", ""Y"") )"	1	1
"for_test <- train %>% filter(Title ==""Mr."") #Get all the Mr. from the dataset"	1	1
combi$Title <- gsub('(.*, )|(\\..*)', '', combi$Name)	1	1
target <- as.factor(df_combined[[2]][1:891])	1	1
progress.bar$step()	1	1
full$Fare_Category <- NA	1	1
hist(trn_m$Age_comp_FM, freq = FALSE, main = 'Age: Filled with Mean', ylim = c(0,0.045))	1	1
train%>%group_by(Parch)%>%count()->freq;	1	1
df_train_melt <- melt(df_train,id.vars = c('Survived','Sex','Embarked'))	1	1
"levels(data$Pclass) <- c(""Upper"", ""Middle"", ""Lower"")"	1	1
knn_test$PassengerId = NULL	1	1
"testset  <- read.csv('../input/test.csv',  na.strings=c("""", ""NA""), sep="","", header=TRUE, stringsAsFactors = FALSE)"	1	1
sum(is.na(Cabin))	1	1
full  <- bind_rows(test, train) # bind training & test data	1	1
table(full$Status,full$Sex)	1	1
select(Cabin, Survived)	1	1
Pclass_survival<-table(titanic$Survived,titanic$Pclass)	1	1
allData$SibSp <- as.numeric(allData$SibSp)	1	1
grid<-expand.grid(.sigma=c(0.025, 0.05, 0.1, 0.15), .C=seq(1,10,by=1))	1	1
"noble <- c(""Dona"", ""Jonkheer"", ""the Countess"", ""Sir"", ""Lady"", ""Don"")"	1	1
knn_train$Embarked = NULL	1	1
data <- data %>% mutate(title = get_title(Name))	1	1
train$Title[train$Title %in% c('Mlle', 'Ms')] = 'Miss'	1	1
t.cabin = substr(allData$Cabin,0,1)[892:1309]	1	1
test.mice[, Age := round(exp(log.Age), 2)]	1	1
group_by(Pclass) %>%	1	1
sum(ensembled == final_prediction)/length(ensembled)*100	1	1
total <- train_tbl %>% group_by(Sex) %>% summarise(Total = n())	1	1
train_clean[-ind,]	1	1
finalTraining[inCrossVal,]	1	1
trn_m$Age_comp_MICE = trn_imp$Age	1	1
cols<-rep(pos.col,struct[layer2])	1	1
"full$Family_size_ratio[full$Family_count>=6]<-""Big"""	1	1
full$Sex = as.numeric(as.factor(full$Sex))-1	1	1
as.factor(Survived) ~ Pclass  + Age2 + Fare +	1	1
full <- bind_rows(train,test)     # combine training and test dataset	1	1
full[is.na(full$Age),]	1	1
n_correct <- sum(pred_survived == val_df$Survived, na.rm = TRUE)	1	1
fits = list(fitted(log.mod.all), fitted(log.mod.trim))	1	1
sapply(titanic,function(x) sum(is.na(x)))	1	1
train$Age[is.na(train$Age)] <- mean(train$Age,na.rm=T)	1	1
df$Age[is.na(df$Age)]=mean(df$Age, na.rm=TRUE)	1	1
"train_clean<-train[,c(""Survived"",""Male"",""FirstClass"",""ThirdClass"",""Embarked_C"",""Embarked_Q"",""Age"",""Cabin"",""Fare"",""NAccompanied"",""Parch"",""SibSp"")]"	1	1
"levels(train$Embarked)[1] <- ""S"""	1	1
factor_vars <- c('Pclass','Sex','Embarked')	1	1
whole.data[whole.data$Title == 'Mlle' | whole.data$Title == 'Ms', 'Title'] <- 'Miss'	1	1
knn_test$Embarked = NULL	1	1
"DT = data.table(melt(gbm.diag, id.vars = c(""stat"", ""eta"", ""max_depth"", ""nrounds"", ""min_child_weight"", ""gamma"", ""mod"")))"	1	1
"data$Deck[is.na(data$Deck)] <- ""Unknown"""	1	1
full %<>% mutate(CabinKnown = as.numeric(nchar(Cabin) > 0))	1	1
freq$frequency<-freq$n/nrow(full);	1	1
"data.clean$Age < 20, ""10 ~ 19"","	1	1
train$Age <- mice_output_train$Age	1	1
print(paste('Accuracy',1-misClasificError))	1	1
data.frame(sapply(test,check.missing))	1	1
split <- sample.split(database$Survived, SplitRatio = 0.8)	1	1
"names.arg = c(""Murio"", ""Vivio""),"	1	1
row.nms<-c(row.nms,rep(paste('hidden',i,seq(1:hid.struct[i+1])),each=1+hid.struct[i]))	1	1
combined.df$Surname <- as.factor(combined.df$Surname)	1	1
full$Surname <- factor(full$Surname)	1	1
test <- all[nrow(train)+1 : nrow(test), ]	1	1
table(df$Survived[is.na(df$Age)])	1	1
op$Survived <- Survived	1	1
aggregate(tot$Age, by=list(tot$Title), FUN=mean, na.rm=TRUE)	1	1
print(paste('Accuracy Dtree',1-misClasificError))	1	1
train[,3:12]	1	1
summary(combined.df)	1	1
print('Age present')	1	1
total$Fsize <- total$SibSp + total$Parch + 1	1	1
whole.data[whole.data$FamilySize > 1 & whole.data$FamilySize < 5,'FamilyGroup'] <- 'small size'	1	1
"Titanic_train$FamilySize <- ifelse(Titanic_train$SibSp + Titanic_train$Parch + 1 == 1, ""Single"", ifelse(Titanic_train$SibSp + Titanic_train$Parch + 1 < 4, ""Small"", ""Large""))"	1	1
DEV$Age[is.na(DEV$Age)]=121	1	1
Exit <- array(-99999,6)	1	1
train.mice[, log.Age := log(Age)]	1	1
full$Embarked[c(62,830)] = 'S'	1	1
trainData1$Age <- as.numeric(trainData1$Age)	1	1
sum(is.na(my_df$Embarked))	1	1
ratios = c(0.6,0.2),   ## only need to specify 2 fractions, the 3rd is implied	1	1
whole.data[whole.data$flag == 1,]	1	1
which(is.na(combi$TitleCat))	1	1
summarise(mean_age = mean(Age, na.rm=TRUE), ci = qnorm(0.975) * sd(Age, na.rm=TRUE) / (n() - 1)) %>% print()	1	1
"full[full$ticket_num == ""LINE"", ]$ticket_num <- 1"	1	1
combined.df$TitleGroup <- as.factor(combined.df$TitleGroup)	1	1
uni.hids<-paste0('Hidden_',1+seq(1,hid.num))	1	1
m <- matrix(rep(0,55), nrow=5, ncol=11)	1	1
dat_all[dat_all$Ticket==ticket_freq[j,1] ,]	1	1
"data.test <- read.csv(paste(input.dir, 'test.csv', sep =""""))"	1	1
test$Title[test$Title == 'Mme']         <- 'Mrs'	1	1
group_by(Pclass,Parch) %>%	1	1
par(mfrow = c(1,2))	1	1
embark_miss <- subset(my_df, PassengerId == 62 | PassengerId== 830)	1	1
featureImportance <- data.frame(Feature = row.names(imp), Importance = imp[, 1])	1	1
which(is.na(my_df$Embarked))	1	1
max_acc_idx <- which(unlist(accuracy) == max(unlist(accuracy)))	1	1
d.all$boatfirst <- ifelse(Sex == 'female' | Age < 18, 1, 0)	1	1
is.factor(train$Sex)	1	1
data$Fare[data$Fare <3.0] = NA	1	1
output.size = length(levels(train$Survived)) - 1	1	1
total$Title[total$Title == 'Mme']         <- 'Mrs'	1	1
final<-final[,Survived:=ifelse(Survived<=0,0,1)]	1	1
fmlyIDs[fmlyIDs$Freq ==3,]	1	1
data[, names(data) %in% factor_vars],	1	1
train.df <- combinedTrnsfrm.df[which(!is.na(combinedTrnsfrm.df$Survived)), ]	1	1
rf_pred <- data.frame(PassengerId = test$passengerid, Survived = rf_pred, row.names = 1:nrow(test))	1	1
allData$Pclass <- as.factor(allData$Pclass)	1	1
print(column)	1	1
test_pred <- predict(sv_model, test[,-c(2,11)])	1	1
"test_titanic<- read.table(""../input/test.csv"", header=T,sep="","")"	1	1
train$Survived[train$Age >= 13 & train$Age < 25]	1	1
as.numeric(cm_LR_bal$byClass[1]), # Sensitivity	1	1
No_Survival = double(), Survived= double(),	1	1
data$Title[data$Title %in% rare_title]  <- 'Rare Title'	1	1
titanic.test[,'flag'] <- 1	1	1
sum(is.na(Sex))	1	1
x<-rep(x.loc*diff(x.range),layer)	1	1
relative <- data.frame()	1	1
full[, Title := as.factor(Title)]	1	1
m1 <- matrix(rep(0, 40), nrow=4, ncol=10)	1	1
sum(Titanic_train$FamilySize == 'Large' & Titanic_train$Survived == 1) / sum(Titanic_train$FamilySize == 'Large')	1	1
combi$Mother <- '0'	1	1
summary(fullComb$Fare)	1	1
perished <- train_tbl %>% filter(Survived == 0) %>% group_by(Sex) %>% summarise(Perished  = n())	1	1
table(full$Fsize,full$Survived)	1	1
"(train %>% filter(Cabin == """") %>% count)$n"	1	1
all <- all%>%dplyr::select(-PassengerId, -Name, -Ticket, -Cabin)	1	1
train$Mother[train$Sex == 'female' & train$Parch > 0 & train$Age > 18 & train$Title != 'Miss'] <- 'Mother'	1	1
age_mean=mean(train_refined$Age,na.rm=TRUE)	1	1
Titanic_data$Fare=Titanic_data_preprocess_pred$Fare	1	1
"dat_all$Ticket %in% c(""2666"", ""110564""),"	1	1
table(as.numeric(predict(data.classifier.lda, data.train.use)$class) - 1, data.train.use[,2])	1	1
trainCompleteCases[ inTrain,]	1	1
test$Age <- mice_output_test$Age	1	1
"names.arg = c(""Mujer"", ""Hombre""),"	1	1
txt <- format(c(r, 0.123456789), digits = digits)[1]	1	1
Impute.fare$median # value to be imputed	1	1
fullComb$FamilyID[fullComb$FamilySize <= 2] <- 'Small'	1	1
fulldata$Embarked[c(62, 830)] <- 'C'	1	1
data$Fare[is.na(data$Fare)] <- median(data[data$Pclass == 'Lower' & data$Embarked=='S', ]$Fare, na.rm = TRUE)	1	1
output[, acc := as.numeric(acc)]	1	1
src.str<-paste('out',h.layer)	1	1
"dat_all[dat_all$with_fam==0, ""FM_Survive""] <- single_survive"	1	1
maxDepth = max(as.numeric(topDepths))	1	1
summary(log.mod.all)	1	1
setcolorder(test,c(1,12,2:11))	1	1
"full$isCabin <- ifelse(full$Cabin == """", 0, 1)"	1	1
prop.table(tsg, margin=1)	1	1
df_combined$Title[df_combined$Title == 'Mme'] <- 'Mrs' #http://www.dictionary.com/browse/madame	1	1
"hist(tst_m$Age_comp_FM, freq= FALSE, main = ""Test Data: Age via Mean"", ylim = c(0,0.045))"	1	1
else all.out<-which(y.names==all.out)	1	1
combi$TitleCat <- combi$Title	1	1
combi$FamilyID[combi$FamilyID %in% famIDS$Var1] <- 'Small'	1	1
full[is.na(full$embarked), ]$embarked <- 'S'	1	1
train$Survived<-as.factor(train$Survived)	1	1
data <- list()	1	1
mean(age.data$Age[age.data$FamSize==6]),	1	1
summary(p)	1	1
age_compare[5,] = c('Val', 'Filled by Mean', mean(val_m$Age_comp_FM), sd(val_m$Age_comp_FM))	1	1
fulldata$Title=sub(' ','',sapply(fulldata$Name,FUN=function(x){strsplit(x,split='[.,.]')[[1]][2]}))	1	1
full[, NewAge := Age]	1	1
summary(D2)	1	1
table(titanic$Title)	1	1
data<-subset(raw.data,select = c(2,3,5,6,7,8,10,12))	1	1
test$Cabinsize<- nchar(as.character(test$Cabin))==0	1	1
full$Alone[full$Fsize>=2] = 2	1	1
"full$Cabin2[full$Cabin2 == """"] = ""N"""	1	1
"mod.dat[, c(""Sex"", ""Embarked"") := NULL]"	1	1
train.nn[, rescale.Age := rescale(Age, to = c(0, 1))]	1	1
CleanTotal[which(CleanTotal$PassengerId == 1044), ]$Fare <- median(CleanTotal$Fare, na.rm=TRUE)	1	1
"train$Set <- rep(""Train"", nrow(train))"	1	1
train_data$Sex[train_data$Survived == 1]	1	1
"mean.mrs <- mean(train$Age[train$Title == ""Mrs."" & !is.na(train$Age)])"	1	1
"input_df <- read.csv(""../input/train.csv"")[, c(""Survived"", ""Pclass"", ""Sex"", ""Age"", ""SibSp"", ""Parch"")]"	1	1
full.data$Age <- mice_output$Age	1	1
group_by(FamilySize) %>%	1	1
d <- train %>% select (PassengerId,Parch,Name) %>% filter(Parch>2) %>%	1	1
"hist(tst_m$Age_comp_MICE, freq= FALSE, main = ""Test Data: Age via MICE"", ylim = c(0,0.045))"	1	1
predict_logit = as.numeric(predict_logit > 0)	1	1
train$fareRange<-'30+'	1	1
raw_train[!is.na(raw_train$Age), ] # 712 reg	1	1
my_df$Fare[1044] <- 8.05	1	1
hist(log(df$Fare)) #histogram, which looks more normal than the skewed Fare distribution	1	1
data_train$Cabin <- NULL	1	1
combined.df$TitleGroup <- combined.df$Title	1	1
names.last <- lapply(names.split, FUN = function(x) {x[[1]]}) %>% unlist()	1	1
mutate(rate = n/sum(n) * 100) %>%	1	1
fullComb$FamilyID <- factor(fullComb$FamilyID)	1	1
ind<-which(is.na(train$Cabin))	1	1
test$Mother<- 0	1	1
test$Family[i]<-test$SibSp[i]+test$Parch[i]+1	1	1
"cat('Pclass', i,': ', ((table(trn_m[,c(""Pclass"", ""HasCabin"")])[i,]/sum(table(trn_m[,c(""Pclass"", ""HasCabin"")])[i,]))[2])*100, '%\n')"	1	1
"filter(Cabin != """") %>%"	1	1
print('HasFamily')	1	1
"print(paste0(""cross validation set "", k, "" score = "", newScore))"	1	1
print('Embarked')	1	1
traintest.data$Surname <- sapply(traintest.data$Name, function(x) strsplit(x, split = '[,.]')[[1]][1])	1	1
tf$Survived<-0	1	1
clean_train$Age <- as.numeric(clean_train$Age)	1	1
submit <- data.frame(PassengerId = test$PassengerId, Survived = knn_model)	1	1
"train$Sex[""Sex"" == ""female""] <- 0"	1	1
"completeTrain$FareRange[completeTrain$Fare <= medianFare] <- ""low"""	1	1
aggregate(train[,2], list(train$parentyn), length)	1	1
"pen.diag[, mod := rep(""pen"", nrow(pen.diag))]"	1	1
varMissings <- c(varMissings, sum(misses))	1	1
nrow(pdf[pdf$P == pdf$F,])/nrow(pdf)	1	1
print('Class')	1	1
titanic$FsizeD <- FsizeD	1	1
trainData1$PassengerId	1	1
wts<-unlist(mod.in$weights[[1]])	1	1
round(prop.table(table(train$Cabin_Deck_i2, train$Survived), 1),2)	1	1
df$Embarked <- as.factor(df$Embarked)	1	1
grid.arrange(Agegroup1, Agegroup2, Agegroup3, Agegroup4, nrow=2, ncol=2)	1	1
wts.rs<-unlist(lapply(wts.rs,function(x) x[1]))	1	1
data$Age <- imputes$Age	1	1
table(indata$Sex,indata$title)	1	1
mergedData$ticketLetter <- NULL	1	1
"completeTrain$AgeRange <- factor(completeTrain$AgeRange, levels=c(""kid"", ""adult"", ""elderly""))"	1	1
df_combined$Family_Member_Count <- df_combined$SibSp + df_combined$Parch + 1	1	1
full$familyID[full$familySize <= 2] <- 'Small'	1	1
mods.list$rf = rf.list	1	1
which(is.na(train$Pclass))#No missing values	1	1
cm = table(testing[, 8], y_pred)	1	1
output[, alpha := doe$alpha[i]]	1	1
mod.dat[, Sex := NULL]	1	1
full_data$FsizeD[full_data$Fsize > 4] <- 'large'	1	1
table(my_df$Survived, my_df$Pclass,my_df$Group)	1	1
"test_data$prediction <- predict(fm, newdata=test_data, type=""response"")"	1	1
mod.in$fitted	1	1
data$Title[data$Title == 'Mme']         <- 'Mrs'	1	1
levels(Titanic_test$Sex) <- c('Female', 'Male')	1	1
xgb.grid <- expand.grid(nrounds = 1000, eta = c(0.01,0.05,0.1), max_depth = c(2,4,6,8,10,14), gamma=1, min_child_weight = 7, subsample = 0.8, colsample_bytree = 0.8)	1	1
hist(train$Age[train$Pclass == 2], breaks = length(unique(train$Age)))	1	1
combi$FamilySize <- combi$SibSp+combi$Parch+1	1	1
clusts <- cutree(hclust, h = 1 - minMatch/length(compareAttribs))	1	1
train[train_newIndex,]	1	1
"d.model <- d.all[!is.na(Survived),c(""Survived"",""Title"",""Last"",""Sex"",""Age"",""Family"",""SibSp"",""Parch"",""Pclass"",""Embarked"")]"	1	1
test$Age[is.na(test$Age)] <- median(data$Age,na.rm=T)	1	1
Titanic_data$Age=Titanic_data_preprocess_pred$Age	1	1
full %>% group_by(quote) %>% summarize(msurvived = mean(Survived, na.rm=T), n=n())	1	1
"pen.list = list(""mod"" = pen.mod, ""coef"" = pen.coef, ""cutoff"" = cuts[14])"	1	1
summary(train_x)	1	1
output[, auc := as.numeric(auc)]	1	1
data_train$Fare <- as.numeric(data_train$Fare)	1	1
"select(one_of(c(""PassengerId"",compareAttribs))) %>%"	1	1
"full$Ticket_Pre <- as.factor(str_to_upper(str_replace_all(full$Ticket_Pre, ""[./]"", """")))"	1	1
my_solution3 <- data.frame(PassengerId = test$PassengerId, Survived = my_prediction3)	1	1
t.train <- as.data.frame(t.train, stringsAsFactors = F)	1	1
full$Status<- (ifelse((full$Survived=='1'), 'Survived',ifelse((full$Survived=='0'),'Dead','Not known')))	1	1
aggregate(train[,2], list(train[,12]), mean)	1	1
table(mod_test$AgeRange, Tree1Prediction)	1	1
test$Survived<-as.factor(test$Survived)	1	1
table(pdf)	1	1
aggregate(Survived~Sex+Pclass+fareRange, data=train, FUN = function(x){sum(x)/length(x)})	1	1
dat_all$Ticket%in%ran_ticket,	1	1
allData$Cabin <- as.factor(allData$Cabin)	1	1
results_final <- as.vector(test_model_final_predictions$aggregate)	1	1
"data$FamilySize <- ifelse(data$SibSp + data$Parch + 1 == 1, ""single"", ifelse(data$SibSp + data$Parch + 1 < 4, ""small"", ""large""))"	1	1
predTitanic$Survived[predTitanic$Survived!=1] <- 0	1	1
"abline(v=median(completeTrain$Fare), col=""red"", lwd=2)"	1	1
Titanic_data$Title[Titanic_data$Title=='Ms']='Miss'	1	1
"d <- train %>% mutate(QuotedName = grepl('\\""', Name)) %>% select(Survived, QuotedName)"	1	1
data$Age_Group[data$Age <= 10] <- 'Kid'	1	1
cat(table(trn_m$FamilySize,trn_m$SharedCabin)[1,2], 'people traveling without a parental, spousal, sibling or child relationship were sharing cabins.')	1	1
"combine<-as.data.frame(apply(combine, 2, function(x) gsub(""^$|^ $"", NA, x)))"	1	1
sibSpImpact <- data.frame(table(allData$SibSp+allData$Parch, allData$Survived))	1	1
knn_train$familyID2 <- factor(knn_train$familyID2, labels = c(1:24))	1	1
testsetCopy <- data.frame()	1	1
total$FsizeD[total$Fsize < 5 & total$Fsize > 1] <- 'mDep'	1	1
length(train_youth[which(train_youth == 1)])/length(train_youth)	1	1
solution<-cbind(PassengerId,Survived)	1	1
train$PassengerId <- NULL	1	1
train.nn[, rescale.Sexmale.Fare := rescale(Sexmale.Fare, to = c(0, 1))]	1	1
summary(fullComb$Embarked)	1	1
titanic$embarked <- as.factor(titanic$embarked)	1	1
test$pred <- ifelse(test$AvgProb > .5, 1, 0)	1	1
sl.pred = function(Xtrain, Ytrain, Xtest, Ytest, negative, cutoff)	1	1
